Entrezgene	gene_name	expression
23593	HEBP2	3196
10198	MPHOSPH9	2370
54477	PLEKHA5	4504
5652	PRSS8	1371
80143	SIKE1	8477
23223	RRP12	2339
57600	FNIP2	3693
6307	MSMO1	2291
55761	TTC17	7099
60529	ALX4	113
23105	FSTL4	23
1112	FOXN3	7548
728464	METTL24	513
8574	AKR7A2	3399
51154	MRTO4	2483
4826	NNAT	17584
55850	USE1	762
23101	MCF2L2	49
83714	NRIP2	759
3909	LAMA3	119
55745	AP5M1	3888
29945	ANAPC4	1732
3784	KCNQ1	270
27095	TRAPPC3	1884
9967	THRAP3	12215
29085	PHPT1	3080
954	ENTPD2	22
4065	LY75	28
51742	ARID4B	8295
23596	OPN3	278
10806	SDCCAG8	1280
5798	PTPRN	1
55733	HHAT	1169
23095	KIF1B	11748
2296	FOXC1	21169
25771	TBC1D22A	1955
23224	SYNE2	13246
57475	PLEKHH1	3720
10079	ATP9A	15580
140689	CBLN4	122
25884	CHRDL2	31
23201	FAM168A	7986
84957	RELT	422
2581	GALC	4120
51602	NOP58	3946
26099	SZRD1	6434
3757	KCNH2	5634
8454	CUL1	7932
10827	FAM114A2	1931
26999	CYFIP2	8177
23118	TAB2	13617
116254	GINM1	2935
5610	EIF2AK2	7178
57602	USP36	2927
58508	KMT2C	9091
55283	MCOLN3	110
114800	CCDC85A	17
23369	PUM2	17175
84545	MRPL43	2070
3700	ITIH4	9
54969	HPF1	2076
51663	ZFR	13772
55609	ZNF280C	2605
10886	NPFFR2	3
112885	PHF21B	971
7185	TRAF1	693
54542	RC3H2	8163
55540	IL17RB	586
10758	TRAF3IP2	1583
8908	GYG2	1462
131566	DCBLD2	6029
6646	SOAT1	2131
5318	PKP2	1756
4438	MSH4	36
2155	F7	104
2665	GDI2	23472
639	PRDM1	458
9474	ATG5	2228
57458	TMCC3	13215
57095	PITHD1	2418
57504	MTA3	6737
8975	USP13	2333
23200	ATP11B	6013
3918	LAMC2	1193
5218	CDK14	4359
29927	SEC61A1	11753
4659	PPP1R12A	11048
5923	RASGRF1	22
816	CAMK2B	406
9696	CROCC	2651
55718	POLR3E	2808
493	ATP2B4	6703
9877	ZC3H11A	15
55781	RIOK2	2243
54432	YIPF1	2586
55706	NDC1	4709
1608	DGKG	15
84256	FLYWCH1	1825
64718	UNKL	1011
6916	TBXAS1	1041
64761	PARP12	487
5832	ALDH18A1	6865
6894	TARBP1	3038
5188	GATB	1403
4084	MXD1	2367
5128	CDK17	5153
548645	DNAJC25	802
6515	SLC2A3	2652
5662	PSD	327
9150	CTDP1	1214
8531	YBX3	25238
55359	STYK1	2
65125	WNK1	23530
55749	CCAR1	9738
11054	OGFR	1634
2769	GNA15	94
84699	CREB3L3	2
55650	PIGV	957
10076	PTPRU	849
9410	SNRNP40	3002
23504	RIMBP2	921
1301	COL11A1	16
79832	QSER1	10996
51660	MPC1	1078
30	ACAA1	891
586	BCAT1	1298
51564	HDAC7	7327
11178	LZTS1	7147
93166	PRDM6	81
7478	WNT8A	6
6676	SPAG4	59
10787	NCKAP1	14234
60488	MRPS35	3458
2983	GUCY1B1	2135
6433	SFSWAP	5129
10188	TNK2	1669
23041	MON2	4437
1001	CDH3	2747
416	ARSF	1
65056	GPBP1	15861
84649	DGAT2	118
7771	ZNF112	914
1431	CS	16248
4058	LTK	40
64951	MRPS24	4
63916	ELMO2	4753
23063	WAPL	6193
81671	VMP1	4473
10513	APPBP2	6331
5424	POLD1	2795
124925	SEZ6	26
1975	EIF4B	31731
28968	SLC6A16	276
29998	BICRA	4556
56848	SPHK2	1221
6141	RPL18	48530
770	CA11	1953
79763	ISOC2	636
11338	U2AF2	6911
29924	EPN1	11166
55588	MED29	5775
57491	AHRR	5
10838	ZNF275	3416
8776	MTMR1	3010
2817	GPC1	7279
57143	ADCK1	471
3029	HAGH	1450
6047	RNF4	3734
841	CASP8	392
22998	LIMCH1	3861
55726	INTS13	2372
51768	TM7SF3	2144
1747	DLX3	56
53340	SPA17	839
10077	TSPAN32	31
8839	CCN5	2
58524	DMRT3	1676
10402	ST3GAL6	714
9914	ATP2C2	37
4804	NGFR	1367
50937	CDON	4185
6873	TAF2	5289
28996	HIPK2	38268
23534	TNPO3	3597
8625	RFXANK	2281
54929	TMEM161A	1654
9170	LPAR2	1726
5476	CTSA	2538
10147	SUGP2	8430
6558	SLC12A2	3076
28966	SNX24	912
2139	EYA2	768
